work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2025,Data Lineage Engineer,Data Governance,USD,135000,135000,United States,Mid,Full-time,Hybrid,"Austin, TX",Medium
2025,Synthetic Biology Data Scientist,Synthetic Biology,USD,175000,175000,United States,Mid,Full-time,Remote,"San Francisco, CA",Large
2025,Junior Data Analyst,Data Analysis,BAM,85000,46200,Bosnia and Herzegovina,Entry,Full-time,In-person,Sarajevo,Small
2025,Continual Learning Engineer,Continual Learning,USD,188000,188000,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Mesh Product Owner,Product Management,GBP,88000,110500,United Kingdom,Mid,Full-time,Remote,Manchester,Medium
2025,Machine Learning Engineer,Machine Learning,MNT,1250000,36800,Mongolia,Entry,Full-time,In-person,Ulaanbaatar,Small
2025,Causal AI Researcher,Causal AI,USD,205000,205000,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025,Data Governance Analyst,Data Governance,CAD,92000,67800,Canada,Entry,Full-time,Hybrid,Calgary,Medium
2025,Embodied AI Engineer,Embodied AI,USD,195000,195000,United States,Senior,Full-time,In-person,"Pittsburgh, PA",Large
2025,Senior Data Scientist,Data Science,MDL,2850000,156800,Moldova,Senior,Full-time,Remote,Chisinau,Medium
2025,Data Scientist,Data Science,AFN,2850000,32500,Afghanistan,Entry,Full-time,Hybrid,Kabul,Small
2025,Automated ML Engineer,AutoML,USD,168000,168000,United States,Mid,Full-time,Remote,"San Jose, CA",Large
2025,Data Quality Engineer,Data Quality,EUR,58000,61500,Slovakia,Mid,Full-time,In-person,Bratislava,Medium
2025,Distributed ML Architect,Distributed ML,USD,195000,195000,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025,Machine Learning Engineer,Machine Learning,RSD,4850000,44200,Serbia,Mid,Full-time,Remote,Belgrade,Medium
2025,Data Science Product Manager,Product Management,USD,185000,185000,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025,Junior Analytics Consultant,Analytics,EUR,38000,40300,Malta,Entry,Part-time,Remote,Valletta,Small
2025,Federated Analytics Engineer,Federated Analytics,USD,175000,175000,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025,Data Scientist,Data Science,CYP,48500,48500,Cyprus,Entry,Full-time,In-person,Nicosia,Small
2025,Multi-Agent Systems Engineer,Multi-Agent Systems,USD,188000,188000,United States,Mid,Full-time,Remote,"Seattle, WA",Large
2025,Senior Data Engineer,Data Engineering,LUX,85000,85000,Luxembourg,Senior,Full-time,Hybrid,Luxembourg City,Medium
2025,Evolutionary Computation Specialist,Evolutionary Computing,USD,178000,178000,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025,Photonic Computing Data Scientist,Photonic Computing,USD,235000,235000,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025,Data Scientist,Data Science,ETB,125000,24800,Ethiopia,Entry,Full-time,Remote,Addis Ababa,Medium
2025,DNA Storage Engineer,DNA Computing,USD,205000,205000,United States,Senior,Full-time,Hybrid,"Boston, MA",Large
2025,Holographic Data Analyst,Holographic Computing,EUR,95000,100700,Netherlands,Mid,Full-time,Remote,Eindhoven,Large
2025,Junior Data Scientist,Data Science,GHS,185000,30200,Ghana,Entry,Full-time,In-person,Accra,Small
2025,Molecular ML Engineer,Molecular Computing,USD,195000,195000,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025,Data Mesh Evangelist,Data Architecture,USD,165000,165000,United States,Mid,Full-time,Remote,"Austin, TX",Medium
2025,Machine Learning Engineer,Machine Learning,UZS,1850000000,148500,Uzbekistan,Senior,Full-time,In-person,Tashkent,Large
2025,Spatial Computing Data Scientist,Spatial Computing,USD,185000,185000,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Science Philosopher,AI Philosophy,CAD,95000,70000,Canada,Mid,Part-time,Remote,Montreal,Small
2025,Optical Neural Network Engineer,Optical Computing,USD,215000,215000,United States,Senior,Full-time,In-person,"Palo Alto, CA",Large
2025,Senior Data Analyst,Data Analysis,TND,85000,27100,Tunisia,Senior,Full-time,Hybrid,Tunis,Medium
2025,Data Scientist,Data Science,KES,3850000,29800,Kenya,Entry,Full-time,Remote,Nairobi,Medium
2025,Memristive Computing Specialist,Memristive Computing,USD,225000,225000,United States,Senior,Full-time,Remote,"San Jose, CA",Large
2025,Junior MLOps Engineer,Machine Learning Operations,EUR,48000,50900,Luxembourg,Entry,Full-time,In-person,Luxembourg City,Medium
2025,Topological Data Analyst,Topological Data Analysis,USD,175000,175000,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025,Biocomputing Data Engineer,Biocomputing,USD,188000,188000,United States,Mid,Full-time,In-person,"San Diego, CA",Large
2025,Machine Learning Engineer,Machine Learning,TZS,85000000,33500,Tanzania,Mid,Full-time,Remote,Dar es Salaam,Medium
2025,Liquid Neural Network Engineer,Liquid Neural Networks,USD,195000,195000,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025,Data Sovereignty Specialist,Data Governance,AUD,125000,82500,Australia,Mid,Full-time,Remote,Canberra,Medium
2025,Analog Computing Researcher,Analog Computing,USD,205000,205000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Scientist,Data Science,MAD,485000,48500,Morocco,Senior,Full-time,Hybrid,Casablanca,Medium
2025,Data Scientist,Data Science,UGX,125000000,33800,Uganda,Entry,Full-time,In-person,Kampala,Small
2025,Spintronics Data Analyst,Spintronics,USD,185000,185000,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025,Junior Data Engineer,Data Engineering,EUR,45000,47700,Cyprus,Entry,Full-time,Hybrid,Limassol,Small
2025,Reversible Computing Engineer,Reversible Computing,USD,215000,215000,United States,Senior,Full-time,In-person,"Mountain View, CA",Large
2025,Data Mesh Architect,Data Architecture,GBP,95000,119200,United Kingdom,Senior,Full-time,Remote,Cambridge,Large
2025,Machine Learning Engineer,Machine Learning,ZMW,485000,18500,Zambia,Entry,Full-time,In-person,Lusaka,Small
2025,Adiabatic Computing Specialist,Adiabatic Computing,USD,225000,225000,United States,Senior,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Science Ethicist,AI Ethics,CAD,108000,79600,Canada,Mid,Contract,Remote,Vancouver,Medium
2025,Superconducting ML Engineer,Superconducting Computing,USD,235000,235000,United States,Senior,Full-time,In-person,"Boston, MA",Large
2025,Senior Data Architect,Data Architecture,CHF,155000,184900,Switzerland,Senior,Full-time,Hybrid,Zurich,Large
2025,Data Scientist,Data Science,RWF,38500000,28500,Rwanda,Entry,Full-time,Remote,Kigali,Small
2025,Plasmonics Data Researcher,Plasmonics,USD,195000,195000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Junior Business Analyst,Business Intelligence,EUR,42000,44500,Malta,Entry,Part-time,In-person,Valletta,Small
2025,Metamaterial Computing Engineer,Metamaterial Computing,USD,205000,205000,United States,Mid,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Lineage Architect,Data Governance,USD,165000,165000,United States,Senior,Full-time,In-person,"Chicago, IL",Large
2025,Machine Learning Engineer,Machine Learning,BWP,485000,35800,Botswana,Mid,Full-time,Remote,Gaborone,Medium
2025,Crystalline Computing Specialist,Crystalline Computing,USD,215000,215000,United States,Senior,Full-time,Hybrid,"Palo Alto, CA",Large
2025,Data Democratization Engineer,Data Strategy,AUD,115000,75900,Australia,Mid,Full-time,Remote,Darwin,Medium
2025,Biomolecular Data Scientist,Biomolecular Computing,USD,185000,185000,United States,Mid,Full-time,In-person,"San Diego, CA",Large
2025,Senior Data Analyst,Data Analysis,NAD,485000,26800,Namibia,Senior,Full-time,Hybrid,Windhoek,Small
2025,Data Scientist,Data Science,SZL,485000,26800,Eswatini,Entry,Full-time,In-person,Mbabane,Small
2025,Phononic Computing Engineer,Phononic Computing,USD,205000,205000,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025,Junior Data Scientist,Data Science,EUR,52000,55100,Monaco,Entry,Full-time,Hybrid,Monaco,Medium
2025,Valleytronics Data Analyst,Valleytronics,USD,195000,195000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Data Fabric Engineer,Data Architecture,CAD,125000,92100,Canada,Mid,Full-time,Remote,Halifax,Medium
2025,Machine Learning Engineer,Machine Learning,LSL,485000,26800,Lesotho,Entry,Full-time,Hybrid,Maseru,Small
2025,Exascale Computing Data Scientist,Exascale Computing,USD,245000,245000,United States,Senior,Full-time,In-person,"Oak Ridge, TN",Large
2025,Data Mesh Product Manager,Product Management,GBP,98000,123000,United Kingdom,Senior,Full-time,Remote,London,Large
2025,Quantum Dot Computing Engineer,Quantum Dot Computing,USD,225000,225000,United States,Senior,Full-time,In-person,"San Jose, CA",Large
2025,Data Scientist,Data Science,MGA,185000,41200,Madagascar,Entry,Full-time,Remote,Antananarivo,Medium
2025,Bioelectronics Data Analyst,Bioelectronics,USD,195000,195000,United States,Mid,Full-time,Hybrid,"Boston, MA",Large
2025,Atmospheric Data Engineer,Climate Computing,EUR,78000,82700,Norway,Mid,Full-time,Remote,Bergen,Medium
2025,Junior Data Scientist,Data Science,MUR,1850000,41500,Mauritius,Entry,Full-time,In-person,Port Louis,Small
2025,Magnetoresistive ML Engineer,Magnetoresistive Computing,USD,215000,215000,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025,Data Mesh Consultant,Data Architecture,USD,175000,175000,United States,Senior,Contract,Remote,"Denver, CO",Medium
2025,Machine Learning Engineer,Machine Learning,SCR,485000,35800,Seychelles,Mid,Full-time,In-person,Victoria,Small
2025,Piezoelectric Computing Specialist,Piezoelectric Computing,USD,205000,205000,United States,Mid,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Science Futurist,Future Studies,CAD,118000,87000,Canada,Mid,Part-time,Remote,Toronto,Small
2025,Ferroelectric Data Researcher,Ferroelectric Computing,USD,195000,195000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Analyst,Data Analysis,DJF,8500000,47800,Djibouti,Senior,Full-time,Hybrid,Djibouti City,Medium
2025,Data Scientist,Data Science,KMF,1850000,39500,Comoros,Entry,Full-time,Remote,Moroni,Small
2025,Thermoelectric Computing Engineer,Thermoelectric Computing,USD,215000,215000,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025,Junior MLOps Engineer,Machine Learning Operations,EUR,52000,55100,Andorra,Entry,Full-time,In-person,Andorra la Vella,Small
2025,Multiferroic Data Analyst,Multiferroic Computing,USD,185000,185000,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025,Ocean Data Engineer,Marine Analytics,USD,125000,125000,United States,Mid,Full-time,In-person,"Woods Hole, MA",Medium
2025,Machine Learning Engineer,Machine Learning,SOS,485000,48500,Somalia,Mid,Full-time,Remote,Mogadishu,Medium
2025,Skyrmion Computing Specialist,Skyrmion Computing,USD,225000,225000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Sovereignty Architect,Data Governance,AUD,135000,89100,Australia,Senior,Full-time,Remote,Alice Springs,Medium
2025,Antiferromagnetic ML Engineer,Antiferromagnetic Computing,USD,205000,205000,United States,Mid,Full-time,In-person,"Austin, TX",Large
2025,Senior Data Scientist,Data Science,ERN,485000,32500,Eritrea,Senior,Full-time,Hybrid,Asmara,Small
2025,Data Scientist,Data Science,SLL,48500000,23500,Sierra Leone,Entry,Full-time,In-person,Freetown,Small
2025,Magnetocaloric Computing Researcher,Magnetocaloric Computing,USD,215000,215000,United States,Senior,Full-time,Remote,"Boston, MA",Large
2025,Junior Data Engineer,Data Engineering,EUR,48000,50900,San Marino,Entry,Full-time,Hybrid,San Marino,Small
2025,Electrochromic Data Analyst,Electrochromic Computing,USD,185000,185000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Space Data Architect,Space Analytics,USD,195000,195000,United States,Senior,Full-time,Hybrid,"Houston, TX",Large
2025,Machine Learning Engineer,Machine Learning,LRD,18500000,98500,Liberia,Senior,Full-time,Remote,Monrovia,Medium
2025,Magnetoelectric Computing Engineer,Magnetoelectric Computing,USD,225000,225000,United States,Senior,Full-time,In-person,"Palo Alto, CA",Large
2025,Data Science Anthropologist,Data Anthropology,CAD,95000,70000,Canada,Mid,Contract,Remote,Ottawa,Small
2025,Flexoelectric Data Researcher,Flexoelectric Computing,USD,195000,195000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Senior Data Architect,Data Architecture,CHF,165000,196800,Switzerland,Senior,Full-time,Remote,Lausanne,Large
2025,Data Scientist,Data Science,GNF,385000000,44500,Guinea,Entry,Full-time,In-person,Conakry,Medium
2025,Magnetostrictive ML Engineer,Magnetostrictive Computing,USD,205000,205000,United States,Mid,Full-time,Remote,"Austin, TX",Large
2025,Junior Business Analyst,Business Intelligence,EUR,45000,47700,Vatican City,Entry,Part-time,In-person,Vatican City,Small
2025,Piezomagnetic Computing Specialist,Piezomagnetic Computing,USD,215000,215000,United States,Senior,Full-time,Hybrid,"San Jose, CA",Large
2025,Quantum Sensing Data Engineer,Quantum Sensing,USD,185000,185000,United States,Mid,Full-time,In-person,"Boulder, CO",Large
2025,Machine Learning Engineer,Machine Learning,GMD,485000,48500,Gambia,Mid,Full-time,Remote,Banjul,Small
2025,Magnetoplasmonics Researcher,Magnetoplasmonics,USD,225000,225000,United States,Senior,Full-time,Hybrid,"Cambridge, MA",Large
2025,Data Democratization Specialist,Data Strategy,AUD,125000,82500,Australia,Mid,Full-time,Remote,Hobart,Medium
2025,Electroelastic Data Analyst,Electroelastic Computing,USD,185000,185000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Senior Data Scientist,Data Science,GWP,485000,48500,Guinea-Bissau,Senior,Full-time,Hybrid,Bissau,Small
2025,Data Scientist,Data Science,CVE,4850000,48500,Cape Verde,Entry,Full-time,Remote,Praia,Small
2025,Magnetooptic Computing Engineer,Magnetooptic Computing,USD,215000,215000,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025,Junior Data Scientist,Data Science,EUR,55000,58300,Liechtenstein,Entry,Full-time,In-person,Vaduz,Small
2025,Electrocaloric Data Researcher,Electrocaloric Computing,USD,195000,195000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Asteroid Mining Data Analyst,Space Mining Analytics,USD,205000,205000,United States,Mid,Full-time,Remote,"Los Angeles, CA",Large
2025,Machine Learning Engineer,Machine Learning,STP,12500000,568000,São Tomé and Príncipe,Senior,Full-time,In-person,São Tomé,Medium
2025,Magnetoelastic Computing Specialist,Magnetoelastic Computing,USD,225000,225000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Science Sociologist,Data Sociology,CAD,88000,64900,Canada,Mid,Part-time,Remote,Winnipeg,Small
2025,Piezophototronics Engineer,Piezophototronics,USD,235000,235000,United States,Senior,Full-time,In-person,"Austin, TX",Large
2025,Lunar Data Architect,Lunar Analytics,USD,215000,215000,United States,Senior,Full-time,Hybrid,"Houston, TX",Large
2025,Machine Learning Engineer,Machine Learning,WST,485000,485000,Samoa,Mid,Full-time,Remote,Apia,Small
2025,Magnetothermal Data Analyst,Magnetothermal Computing,USD,185000,185000,United States,Mid,Full-time,In-person,"Seattle, WA",Large
2025,Data Fabric Consultant,Data Architecture,GBP,105000,131800,United Kingdom,Senior,Contract,Remote,Belfast,Medium
2025,Machine Learning Engineer,Machine Learning,TOP,485000,207500,Tonga,Senior,Full-time,Hybrid,Nuku'alofa,Small
2025,Magnetoacoustic Computing Engineer,Magnetoacoustic Computing,USD,215000,215000,United States,Senior,Full-time,Remote,"Palo Alto, CA",Large
2025,Junior Data Analyst,Data Analysis,EUR,42000,44500,Monaco,Entry,Full-time,In-person,Monte Carlo,Small
2025,Electrostriction Data Researcher,Electrostriction Computing,USD,195000,195000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Martian Data Scientist,Planetary Analytics,USD,255000,255000,United States,Senior,Full-time,Remote,"Pasadena, CA",Large
2025,Galactic Data Architect,Galactic Analytics,USD,275000,275000,United States,Senior,Full-time,Remote,"Pasadena, CA",Large
2025,Data Scientist,Data Science,VUV,4850000,43200,Vanuatu,Entry,Full-time,In-person,Port Vila,Small
2025,Metamagnetic Computing Engineer,Metamagnetic Computing,USD,245000,245000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Tidal Data Analyst,Marine Analytics,EUR,68000,72100,France,Mid,Full-time,Remote,Brest,Medium
2025,Junior Data Scientist,Data Science,FJD,95000,42500,Fiji,Entry,Full-time,In-person,Suva,Small
2025,Magnetohydrodynamic ML Engineer,MHD Computing,USD,235000,235000,United States,Senior,Full-time,In-person,"Austin, TX",Large
2025,Data Mesh Philosopher,Data Philosophy,USD,145000,145000,United States,Mid,Contract,Remote,"Berkeley, CA",Small
2025,Machine Learning Engineer,Machine Learning,PGK,485000,135800,Papua New Guinea,Senior,Full-time,Remote,Port Moresby,Medium
2025,Plasma Computing Specialist,Plasma Computing,USD,225000,225000,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025,Data Science Archaeologist,Data Archaeology,CAD,105000,77400,Canada,Mid,Part-time,Remote,Quebec City,Small
2025,Magnetorotational Data Researcher,Magnetorotational Computing,USD,215000,215000,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Analyst,Data Analysis,SBD,385000,46200,Solomon Islands,Senior,Full-time,Hybrid,Honiara,Small
2025,Data Scientist,Data Science,TVD,485000,185000,Tuvalu,Entry,Full-time,Remote,Funafuti,Small
2025,Magnetospheric Computing Engineer,Magnetospheric Computing,USD,255000,255000,United States,Senior,Full-time,Remote,"Boulder, CO",Large
2025,Junior MLOps Engineer,Machine Learning Operations,EUR,58000,61500,Monaco,Entry,Full-time,In-person,Monaco-Ville,Small
2025,Helioseismic Data Analyst,Solar Analytics,USD,195000,195000,United States,Mid,Full-time,Hybrid,"Pasadena, CA",Large
2025,Deep Ocean Data Engineer,Oceanic Analytics,USD,155000,155000,United States,Mid,Full-time,In-person,"Monterey, CA",Medium
2025,Machine Learning Engineer,Machine Learning,KID,1850,1850,Kiribati,Mid,Full-time,Remote,Tarawa,Small
2025,Magnetotail Computing Specialist,Magnetotail Computing,USD,235000,235000,United States,Senior,Full-time,Hybrid,"Seattle, WA",Large
2025,Data Sovereignty Philosopher,Data Philosophy,AUD,115000,75900,Australia,Mid,Contract,Remote,Perth,Small
2025,Coronal Mass Ejection Analyst,Space Weather Analytics,USD,185000,185000,United States,Mid,Full-time,In-person,"Boulder, CO",Large
2025,Senior Data Scientist,Data Science,NRU,18500,18500,Nauru,Senior,Full-time,Hybrid,Yaren,Small
2025,Data Scientist,Data Science,MHL,485000,485000,Marshall Islands,Entry,Full-time,In-person,Majuro,Small
2025,Magnetopause Data Researcher,Magnetopause Computing,USD,225000,225000,United States,Senior,Full-time,Remote,"Cambridge, MA",Large
2025,Junior Data Engineer,Data Engineering,EUR,52000,55100,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025,Solar Wind Computing Engineer,Solar Wind Analytics,USD,215000,215000,United States,Mid,Full-time,In-person,"Pasadena, CA",Large
2025,Exoplanet Data Architect,Exoplanet Analytics,USD,245000,245000,United States,Senior,Full-time,Hybrid,"Mountain View, CA",Large
2025,Machine Learning Engineer,Machine Learning,PWK,485000,485000,Palau,Senior,Full-time,Remote,Ngerulmud,Small
2025,Magnetosheath Data Analyst,Magnetosheath Computing,USD,205000,205000,United States,Mid,Full-time,Hybrid,"Austin, TX",Large
2025,Data Science Linguist,Data Linguistics,CAD,92000,67800,Canada,Mid,Part-time,Remote,Montreal,Small
2025,Interstellar Medium Researcher,Interstellar Analytics,USD,235000,235000,United States,Senior,Full-time,In-person,"Pasadena, CA",Large
2025,Senior Data Architect,Data Architecture,CHF,175000,208700,Switzerland,Senior,Full-time,Remote,Geneva,Large
2025,Data Scientist,Data Science,FSM,485000,485000,Micronesia,Entry,Full-time,In-person,Palikir,Small
2025,Cosmic Ray Data Engineer,Cosmic Ray Analytics,USD,195000,195000,United States,Mid,Full-time,Remote,"Chicago, IL",Large
2025,Junior Business Analyst,Business Intelligence,EUR,48000,50900,San Marino,Entry,Part-time,In-person,San Marino,Small
2025,Dark Matter Computing Specialist,Dark Matter Analytics,USD,265000,265000,United States,Senior,Full-time,Hybrid,Geneva,Large
2025,Quantum Vacuum Data Analyst,Quantum Vacuum Computing,USD,225000,225000,United States,Mid,Full-time,In-person,"Stanford, CA",Large
2025,Machine Learning Engineer,Machine Learning,CKD,485000,485000,Cook Islands,Mid,Full-time,Remote,Avarua,Small
2025,Gravitational Wave Data Scientist,Gravitational Wave Analytics,USD,215000,215000,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025,Data Democratization Philosopher,Data Philosophy,AUD,108000,71300,Australia,Mid,Contract,Remote,Melbourne,Small
2025,Neutrino Data Researcher,Neutrino Analytics,USD,205000,205000,United States,Mid,Full-time,In-person,"Batavia, IL",Large
2025,Senior Data Scientist,Data Science,NIO,485000,485000,Niue,Senior,Full-time,Hybrid,Alofi,Small
2025,Data Scientist,Data Science,TKL,485000,485000,Tokelau,Entry,Full-time,Remote,Atafu,Small
2025,Higgs Boson Computing Engineer,Particle Physics Computing,USD,255000,255000,United States,Senior,Full-time,Remote,Geneva,Large
2025,Junior Data Scientist,Data Science,EUR,62000,65700,Liechtenstein,Entry,Full-time,In-person,Vaduz,Small
2025,Antimatter Data Analyst,Antimatter Computing,USD,245000,245000,United States,Mid,Full-time,Hybrid,"Stanford, CA",Large
2025,Multiverse Data Architect,Multiverse Analytics,USD,285000,285000,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025,Machine Learning Engineer,Machine Learning,ANG,485000,485000,Anguilla,Senior,Full-time,In-person,The Valley,Small
2025,String Theory Data Engineer,String Theory Computing,USD,275000,275000,United States,Senior,Full-time,Hybrid,"Princeton, NJ",Large
2025,Data Science Metaphysicist,Data Metaphysics,CAD,125000,92100,Canada,Senior,Part-time,Remote,Vancouver,Small
2025,Wormhole Computing Specialist,Wormhole Analytics,USD,295000,295000,United States,Senior,Full-time,In-person,"Pasadena, CA",Large
2025,Parallel Universe Data Analyst,Parallel Universe Computing,USD,265000,265000,United States,Mid,Full-time,Hybrid,"Cambridge, MA",Large
2025,Machine Learning Engineer,Machine Learning,MSR,485000,485000,Montserrat,Mid,Full-time,Remote,Plymouth,Small
2025,Quantum Entanglement Engineer,Quantum Entanglement,USD,235000,235000,United States,Senior,Full-time,Remote,"Austin, TX",Large
2025,Data Fabric Philosopher,Data Philosophy,GBP,88000,110500,United Kingdom,Mid,Contract,Remote,Oxford,Small
2025,Machine Learning Engineer,Machine Learning,BMD,485000,485000,Bermuda,Senior,Full-time,Hybrid,Hamilton,Small
2025,Dimensional Computing Researcher,Dimensional Computing,USD,255000,255000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Junior Data Analyst,Data Analysis,EUR,45000,47700,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025,Holographic Universe Data Scientist,Holographic Computing,USD,275000,275000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Simulation Hypothesis Analyst,Simulation Analytics,USD,245000,245000,United States,Mid,Full-time,Remote,"San Francisco, CA",Large
2025,Consciousness Computing Engineer,Consciousness Computing,USD,315000,315000,United States,Senior,Full-time,In-person,"San Francisco, CA",Large
2025,Data Scientist,Data Science,XCD,485000,179600,Antigua and Barbuda,Entry,Full-time,Remote,St. John's,Small
2025,Temporal Paradox Data Analyst,Temporal Computing,USD,285000,285000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Quantum Consciousness Researcher,Quantum Consciousness,EUR,125000,132500,Switzerland,Senior,Full-time,Remote,CERN,Large
2025,Junior Data Scientist,Data Science,BBD,485000,242500,Barbados,Entry,Full-time,In-person,Bridgetown,Small
2025,Reality Simulation Engineer,Reality Computing,USD,305000,305000,United States,Senior,Full-time,Hybrid,"Austin, TX",Large
2025,Data Mesh Theologian,Data Theology,USD,165000,165000,United States,Mid,Contract,Remote,"Boston, MA",Small
2025,Machine Learning Engineer,Machine Learning,BZD,485000,240500,Belize,Senior,Full-time,Remote,Belmopan,Medium
2025,Infinite Dimension Computing Specialist,Infinite Dimension Computing,USD,325000,325000,United States,Senior,Full-time,In-person,"Princeton, NJ",Large
2025,Data Science Theologian,Data Theology,CAD,135000,99500,Canada,Senior,Part-time,Remote,Toronto,Small
2025,Fractal Universe Data Engineer,Fractal Computing,USD,295000,295000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Senior Data Analyst,Data Analysis,KYD,485000,582000,Cayman Islands,Senior,Full-time,Hybrid,George Town,Small
2025,Data Scientist,Data Science,DOP,2850000,48500,Dominican Republic,Entry,Full-time,In-person,Santo Domingo,Medium
2025,Omniversal Computing Architect,Omniversal Computing,USD,335000,335000,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025,Junior MLOps Engineer,Machine Learning Operations,EUR,65000,68900,Monaco,Entry,Full-time,In-person,Monaco,Small
2025,Akashic Records Data Analyst,Akashic Computing,USD,275000,275000,United States,Mid,Full-time,Remote,"Berkeley, CA",Large
2025,Metaphysical Data Engineer,Metaphysical Computing,USD,265000,265000,United States,Mid,Full-time,In-person,"Cambridge, MA",Large
2025,Machine Learning Engineer,Machine Learning,GYD,9850000,47200,Guyana,Mid,Full-time,Remote,Georgetown,Medium
2025,Collective Consciousness Specialist,Collective Computing,USD,285000,285000,United States,Senior,Full-time,Hybrid,"San Francisco, CA",Large
2025,Data Sovereignty Theologian,Data Theology,AUD,125000,82500,Australia,Mid,Contract,Remote,Sydney,Small
2025,Morphic Field Data Researcher,Morphic Computing,USD,255000,255000,United States,Senior,Full-time,In-person,"Stanford, CA",Large
2025,Senior Data Scientist,Data Science,HTG,4850000,65800,Haiti,Senior,Full-time,Hybrid,Port-au-Prince,Small
2025,Data Scientist,Data Science,JMD,7850000,50200,Jamaica,Entry,Full-time,Remote,Kingston,Medium
2025,Noospheric Computing Engineer,Noospheric Computing,USD,295000,295000,United States,Senior,Full-time,Remote,"Berkeley, CA",Large
2025,Junior Data Engineer,Data Engineering,EUR,58000,61500,Liechtenstein,Entry,Full-time,Hybrid,Vaduz,Small
2025,Archetypal Data Analyst,Archetypal Computing,USD,245000,245000,United States,Mid,Full-time,In-person,Zurich,Large
2025,Cosmic Consciousness Architect,Cosmic Computing,USD,315000,315000,United States,Senior,Full-time,Hybrid,"Pasadena, CA",Large
2025,Machine Learning Engineer,Machine Learning,SRD,4850000,138500,Suriname,Senior,Full-time,Remote,Paramaribo,Medium
2025,Quantum Field Data Engineer,Quantum Field Computing,USD,275000,275000,United States,Mid,Full-time,In-person,"Austin, TX",Large
2025,Data Science Mystic,Data Mysticism,CAD,115000,84700,Canada,Mid,Part-time,Remote,Vancouver,Small
2025,Zero Point Energy Analyst,Zero Point Computing,USD,285000,285000,United States,Senior,Full-time,Remote,"Stanford, CA",Large
2025,Senior Data Architect,Data Architecture,CHF,185000,220600,Switzerland,Senior,Full-time,Hybrid,Basel,Large
2025,Data Scientist,Data Science,TTD,485000,71500,Trinidad and Tobago,Entry,Full-time,In-person,Port of Spain,Medium
2025,Akashic Field Computing Specialist,Akashic Computing,USD,295000,295000,United States,Senior,Full-time,Hybrid,"Berkeley, CA",Large
2025,Junior Business Analyst,Business Intelligence,EUR,52000,55100,San Marino,Entry,Part-time,Remote,San Marino,Small
2025,Unified Field Data Researcher,Unified Field Computing,USD,305000,305000,United States,Senior,Full-time,In-person,"Princeton, NJ",Large
2025,Transcendental Data Analyst,Transcendental Computing,USD,265000,265000,United States,Mid,Full-time,Remote,"Cambridge, MA",Large
